patent_id,application_year,publication_year,grant_year,applicant_name,applicant_city,applicant_province,applicant_address,patent_title,abstract,claims_or_description,ipc_or_cpc,patent_type,source,source_url_or_file,search_keyword
CN201800000215,2018,2018,2018.0,Jinhua智造科技有限公司,Jinhua,Zhejiang,ZhejiangJinhua高新区,2018年食品灌装机器视觉检测,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,A23L5/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000216,2018,2018,2018.0,Taizhou智造科技有限公司,Taizhou,Zhejiang,ZhejiangTaizhou高新区,2018年光伏组件机器视觉检测,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,H02S50/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000217,2018,2018,2018.0,Quanzhou智造科技有限公司,Quanzhou,Fujian,FujianQuanzhou高新区,2018年包装机械工业机器人控制,本发明涉及包装机械工业机器人控制，用于智能制造场景。,本发明涉及包装机械工业机器人控制，用于智能制造场景。,B65B57/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000218,2018,2018,2018.0,Zhongshan智造科技有限公司,Zhongshan,Guangdong,GuangdongZhongshan高新区,2018年电机预测性维护平台,本发明涉及电机预测性维护平台，用于智能制造场景。,本发明涉及电机预测性维护平台，用于智能制造场景。,H02K11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000219,2018,2018,2018.0,Huizhou智造科技有限公司,Huizhou,Guangdong,GuangdongHuizhou高新区,2018年工程机械智能排产系统,本发明涉及工程机械智能排产系统，用于智能制造场景。,本发明涉及工程机械智能排产系统，用于智能制造场景。,F15B11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000220,2018,2018,2018.0,Jiangmen智造科技有限公司,Jiangmen,Guangdong,GuangdongJiangmen高新区,2018年机器视觉缺陷检测系统,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,H01L21/66,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000221,2018,2018,2018.0,Zhaoqing智造科技有限公司,Zhaoqing,Guangdong,GuangdongZhaoqing高新区,2018年工业机器人焊接产线控制,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,B25J9/16,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000222,2018,2018,2018.0,Maanshan智造科技有限公司,Maanshan,Anhui,AnhuiMaanshan高新区,2018年预测性维护设备健康管理平台,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,G05B19/418,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000223,2018,2018,2018.0,Wuhu智造科技有限公司,Wuhu,Anhui,AnhuiWuhu高新区,2018年数字孪生生产线仿真优化,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,G06F30/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201800000224,2018,2018,2018.0,Bengbu智造科技有限公司,Bengbu,Anhui,AnhuiBengbu高新区,2018年智能质检良率分析系统,本发明涉及智能质检良率分析系统，用于智能制造场景。,本发明涉及智能质检良率分析系统，用于智能制造场景。,G01N21/88,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000225,2019,2019,2019.0,Beijing智造科技有限公司,Beijing,Beijing,BeijingBeijing高新区,2019年智能排产调度优化方法,本发明涉及智能排产调度优化方法，用于智能制造场景。,本发明涉及智能排产调度优化方法，用于智能制造场景。,G06Q10/06,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000226,2019,2019,2019.0,Shanghai智造科技有限公司,Shanghai,Shanghai,ShanghaiShanghai高新区,2019年化工过程参数闭环控制,本发明涉及化工过程参数闭环控制，用于智能制造场景。,本发明涉及化工过程参数闭环控制，用于智能制造场景。,G05D1/02,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000227,2019,2019,2019.0,Shenzhen智造科技有限公司,Shenzhen,Guangdong,GuangdongShenzhen高新区,2019年智能仓储路径优化系统,本发明涉及智能仓储路径优化系统，用于智能制造场景。,本发明涉及智能仓储路径优化系统，用于智能制造场景。,G06Q10/08,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000228,2019,2019,2019.0,Hangzhou智造科技有限公司,Hangzhou,Zhejiang,ZhejiangHangzhou高新区,2019年工业互联网MES平台,本发明涉及工业互联网MES平台，用于智能制造场景。,本发明涉及工业互联网MES平台，用于智能制造场景。,G06F8/30,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000229,2019,2019,2019.0,Suzhou智造科技有限公司,Suzhou,Jiangsu,JiangsuSuzhou高新区,2019年半导体晶圆量测方法,本发明涉及半导体晶圆量测方法，用于智能制造场景。,本发明涉及半导体晶圆量测方法，用于智能制造场景。,H01L21/672,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000230,2019,2019,2019.0,Nanjing智造科技有限公司,Nanjing,Jiangsu,JiangsuNanjing高新区,2019年锂电池极片缺陷检测,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,本发明涉及锂电池极片缺陷检测，用于智能制造场景。,H01M10/058,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000231,2019,2019,2019.0,Wuhan智造科技有限公司,Wuhan,Hubei,HubeiWuhan高新区,2019年反应釜工艺参数优化,本发明涉及反应釜工艺参数优化，用于智能制造场景。,本发明涉及反应釜工艺参数优化，用于智能制造场景。,C07C1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000232,2019,2019,2019.0,Chengdu智造科技有限公司,Chengdu,Sichuan,SichuanChengdu高新区,2019年汽车整车机器视觉检测平台,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。,B60W30/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000233,2019,2019,2019.0,Chongqing智造科技有限公司,Chongqing,Chongqing,ChongqingChongqing高新区,2019年船舶数字孪生智能制造系统,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。,B63B65/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000234,2019,2019,2019.0,Xi'an智造科技有限公司,Xi'an,Shaanxi,ShaanxiXi'an高新区,2019年制药智能质检包装线,本发明涉及制药智能质检包装线，用于智能制造场景。,本发明涉及制药智能质检包装线，用于智能制造场景。,A61J1/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000235,2019,2019,2019.0,Hefei智造科技有限公司,Hefei,Anhui,AnhuiHefei高新区,2019年钢铁冶炼过程控制优化,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。,C21B7/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000236,2019,2019,2019.0,Jinan智造科技有限公司,Jinan,Shandong,ShandongJinan高新区,2019年纺织智能排产调度系统,本发明涉及纺织智能排产调度系统，用于智能制造场景。,本发明涉及纺织智能排产调度系统，用于智能制造场景。,D03D47/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000237,2019,2019,2019.0,Qingdao智造科技有限公司,Qingdao,Shandong,ShandongQingdao高新区,2019年食品灌装机器视觉检测,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,本发明涉及食品灌装机器视觉检测，用于智能制造场景。,A23L5/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000238,2019,2019,2019.0,Ningbo智造科技有限公司,Ningbo,Zhejiang,ZhejiangNingbo高新区,2019年光伏组件机器视觉检测,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,本发明涉及光伏组件机器视觉检测，用于智能制造场景。,H02S50/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000239,2019,2019,2019.0,Wuxi智造科技有限公司,Wuxi,Jiangsu,JiangsuWuxi高新区,2019年包装机械工业机器人控制,本发明涉及包装机械工业机器人控制，用于智能制造场景。,本发明涉及包装机械工业机器人控制，用于智能制造场景。,B65B57/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000240,2019,2019,2019.0,Changsha智造科技有限公司,Changsha,Hunan,HunanChangsha高新区,2019年电机预测性维护平台,本发明涉及电机预测性维护平台，用于智能制造场景。,本发明涉及电机预测性维护平台，用于智能制造场景。,H02K11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000241,2019,2019,2019.0,Zhengzhou智造科技有限公司,Zhengzhou,Henan,HenanZhengzhou高新区,2019年工程机械智能排产系统,本发明涉及工程机械智能排产系统，用于智能制造场景。,本发明涉及工程机械智能排产系统，用于智能制造场景。,F15B11/00,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000242,2019,2019,2019.0,Fuzhou智造科技有限公司,Fuzhou,Fujian,FujianFuzhou高新区,2019年机器视觉缺陷检测系统,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。,H01L21/66,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000243,2019,2019,2019.0,Xiamen智造科技有限公司,Xiamen,Fujian,FujianXiamen高新区,2019年工业机器人焊接产线控制,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,本发明涉及工业机器人焊接产线控制，用于智能制造场景。,B25J9/16,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000244,2019,2019,2019.0,Kunming智造科技有限公司,Kunming,Yunnan,YunnanKunming高新区,2019年预测性维护设备健康管理平台,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。,G05B19/418,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000245,2019,2019,2019.0,Guiyang智造科技有限公司,Guiyang,Guizhou,GuizhouGuiyang高新区,2019年数字孪生生产线仿真优化,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。,G06F30/20,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000246,2019,2019,2019.0,Nanchang智造科技有限公司,Nanchang,Jiangxi,JiangxiNanchang高新区,2019年智能质检良率分析系统,本发明涉及智能质检良率分析系统，用于智能制造场景。,本发明涉及智能质检良率分析系统，用于智能制造场景。,G01N21/88,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000247,2019,2019,2019.0,Shijiazhuang智造科技有限公司,Shijiazhuang,Hebei,HebeiShijiazhuang高新区,2019年智能排产调度优化方法,本发明涉及智能排产调度优化方法，用于智能制造场景。,本发明涉及智能排产调度优化方法，用于智能制造场景。,G06Q10/06,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000248,2019,2019,2019.0,Taiyuan智造科技有限公司,Taiyuan,Shanxi,ShanxiTaiyuan高新区,2019年化工过程参数闭环控制,本发明涉及化工过程参数闭环控制，用于智能制造场景。,本发明涉及化工过程参数闭环控制，用于智能制造场景。,G05D1/02,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000249,2019,2019,2019.0,Hohhot智造科技有限公司,Hohhot,Inner Mongolia,Inner MongoliaHohhot高新区,2019年智能仓储路径优化系统,本发明涉及智能仓储路径优化系统，用于智能制造场景。,本发明涉及智能仓储路径优化系统，用于智能制造场景。,G06Q10/08,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000250,2019,2019,2019.0,Harbin智造科技有限公司,Harbin,Heilongjiang,HeilongjiangHarbin高新区,2019年工业互联网MES平台,本发明涉及工业互联网MES平台，用于智能制造场景。,本发明涉及工业互联网MES平台，用于智能制造场景。,G06F8/30,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
CN201900000251,2019,2019,2019.0,Changchun智造科技有限公司,Changchun,Jilin,JilinChangchun高新区,2019年半导体晶圆量测方法,本发明涉及半导体晶圆量测方法，用于智能制造场景。,本发明涉及半导体晶圆量测方法，用于智能制造场景。,H01L21/672,发明,cnipa_micro_export,data/raw/patents/industrial_ai_patent_records.csv,industrial_ai_phase1
